-4.8125,9.8028,1
-0.78227,8.4428,1
8.4223,8.7111,1
7.8731,12.231,1
7.3617,2.7366,1
9.5492,2.2491,1
-3.2482,11.368,1
-17.231,1.8039,1
-9.0571,11.399,1
5.7394,5.4962,1
-8.8298,7.7743,1
-6.2809,8.5479,1
6.5315,11.862,1
11.797,2.5087,1
-2.693,7.2134,1
2.0829,12.214,1
-5.8028,0.42505,1
-4.6085,3.619,1
13.955,3.4835,1
7.2117,7.213,1
-10.167,2.6989,1
8.5094,7.3994,1
-3.5827,9.666,1
4.3301,9.4953,1
0.75481,13.941,1
11.784,8.7819,1
5.3914,5.1887,1
-3.8823,0.021905,1
-4.1926,9.762,1
-9.2118,1.5425,1
-11.999,2.5059,1
-6.5842,1.3701,1
11.515,8.6511,1
-11.995,6.3305,1
12.433,0.14282,1
-3.5268,11.049,1
13.559,3.5218,1
-4.7738,0.65601,1
11.122,3.3312,1
2.8972,12.663,1
-7.2205,4.0601,1
5.7303,10.439,1
-6.9237,5.4302,1
4.0608,8.8592,1
-10.488,7.7372,1
-8.5137,12.263,1
3.1523,10.671,1
5.9536,12.444,1
-4.1176,8.7842,1
-2.0168,13.02,1
9.6937,1.0508,1
-5.4069,10.181,1
-1.5862,7.5831,1
8.9003,4.2828,1
-9.8467,1.8252,1
9.0712,10.582,1
-13.652,2.5412,1
9.6605,3.1649,1
2.1279,13.188,1
-11.724,4.4228,1
12.092,5.2506,1
11.486,1.0867,1
6.7493,10.022,1
-9.5917,8.3054,1
-7.2964,0.26695,1
13.908,3.305,1
-7.2456,3.9544,1
-15.455,1.9827,1
-2.166,13.043,1
4.1848,5.6999,1
1.1143,14.363,1
-9.1987,5.0374,1
0.56595,8.295,1
-8.3855,11.82,1
5.4937,3.4748,1
-9.6548,4.2234,1
-4.5269,5.7056,1
8.0452,1.3148,1
-10.349,7.0076,1
-1.5245,15.346,1
-11.638,7.3681,1
1.931,10.592,1
10.782,2.938,1
9.4133,7.0915,1
8.6499,2.8041,1
-5.2786,6.8156,1
-2.7016,4.8694,1
6.9536,8.5916,1
-3.3351,6.9281,1
-12.919,1.6884,1
-9.0767,7.522,1
-9.516,6.3914,1
7.8496,3.8228,1
1.8665,7.1874,1
5.435,9.5481,1
-6.5411,3.4421,1
9.7898,3.8747,1
-7.6215,5.927,1
-7.0866,9.1874,1
-4.8081,10.424,1
14.5,2.2782,1
-5.4955,9.1432,1
5.6791,7.9016,1
-0.21635,11.028,1
-5.3264,5.5206,1
7.8644,7.417,1
-0.28067,5.4002,1
-4.7195,4.7129,1
10.773,4.9998,1
-8.4038,14.088,1
11.407,1.593,1
5.5252,9.3614,1
-2.6153,7.4219,1
-11.689,5.9192,1
-8.2764,4.3596,1
13.394,0.99414,1
0.14684,8.0576,1
2.0952,13.897,1
-2.3432,9.0049,1
0.14966,14.213,1
9.5023,10.474,1
-1.3304,12.968,1
-1.4148,15.283,1
-12.015,3.726,1
3.6581,11.054,1
-7.9649,4.574,1
-13.719,1.3305,1
-8.3924,7.4592,1
0.027772,12.532,1
-0.046753,8.7968,1
2.8151,11.794,1
1.7155,6.6366,1
-9.526,3.6231,1
6.0377,6.7552,1
-7.6063,10.851,1
-1.9287,11.031,1
8.256,5.8887,1
9.2891,4.2768,1
-13.372,10.693,1
-10.386,8.245,1
5.4409,5.723,1
-5.0826,9.0075,1
-11.269,0.14404,1
10.822,4.9784,1
3.6095,10.035,1
-4.0362,9.2075,1
8.6842,11.495,1
3.9312,7.4198,1
-5.5634,6.8904,1
-8.1812,1.0728,1
4.1227,1.3539,1
-0.99363,9.8501,1
-5.9704,12.758,1
-8.3267,4.6863,1
9.9973,0.21475,1
-13.986,1.8488,1
5.3816,5.2251,1
-9.2051,1.5837,1
-3.6668,10.383,1
5.4075,6.9519,1
1.7426,12.665,1
1.5231,5.7832,1
-15.225,9.2703,1
12.43,1.0079,1
-4.1005,6.5414,1
9.7769,5.3058,1
6.4049,9.8005,1
-0.45858,10.711,1
12.573,9.8702,1
12.275,5.2618,1
-2.053,7.4188,1
-14.1,8.0919,1
4.0244,10.862,1
1.2287,12.064,1
2.1824,7.8984,1
-5.1086,10.517,1
9.218,5.289,1
-2.9663,11.578,1
-8.7514,6.1435,1
5.9928,6.6601,1
10.402,8.5477,1
-10.8,5.4574,1
-9.2164,2.7992,1
5.1859,6.4851,1
15.477,2.968,1
11.114,2.3899,1
-1.746,14.494,1
9.7702,2.5028,1
4.3085,9.202,1
7.3562,15.972,1
8.7287,7.1184,1
15.229,2.0964,1
10.396,1.6602,1
6.2609,13.344,1
6.0043,12.139,1
8.6712,6.9207,1
-6.0369,7.1303,1
7.8911,7.9145,1
-10.492,3.3692,1
-7.0448,1.485,1
11.341,-1.579,0
23.523,-3.4687,0
11.179,-6.5249,0
2.9923,-2.8986,0
19.6,0.30182,0
18.313,0.44506,0
0.50968,-2.4671,0
17.814,-0.33763,0
12.669,-2.689,0
10.116,-4.0005,0
7.221,-0.95186,0
6.278,-0.81864,0
18.506,-4.43,0
17.908,-3.2524,0
10.99,-3.7609,0
12.531,-6.4077,0
4.1369,-6.1827,0
18.95,4.6518,0
5.0308,-4.243,0
21.85,-4.7552,0
3.5762,-1.0192,0
25.714,1.2956,0
17.185,2.0237,0
9.6439,-5.0739,0
15.018,-1.4587,0
7.2661,-4.1941,0
1.7141,-3.1721,0
-4.2066,-0.32242,0
4.9902,0.57557,0
-1.4608,2.9104,0
17.55,1.4547,0
9.6047,-10.649,0
21.732,-0.089654,0
3.4619,-2.3063,0
-0.89571,2.8509,0
8.7562,-2.9149,0
0.060856,3.2456,0
17.334,-4.6055,0
18.497,2.4907,0
0.54911,2.9619,0
1.9923,0.29239,0
1.3179,-2.4595,0
6.3199,-4.7117,0
-6.4625,2.7639,0
14.695,2.9159,0
22.358,3.7485,0
6.6076,-4.8787,0
12.785,-4.1494,0
-3.5471,3.5533,0
-0.29354,4.2653,0
6.2649,-7.5369,0
0.25849,-5.7649,0
4.4267,-9.7948,0
14.825,-3.5986,0
-2.5977,3.7062,0
7.5288,-9.6261,0
0.64957,1.5348,0
14.856,-3.8077,0
4.8356,2.9145,0
1.2224,0.5637,0
4.7318,1.1061,0
1.6295,1.6756,0
14.647,3.094,0
9.0153,-2.5136,0
6.8699,-5.9307,0
21.552,3.9153,0
6.2802,-3.8513,0
5.5716,-9.8637,0
21.08,2.8145,0
18.042,0.098619,0
20.073,1.792,0
2.4663,-1.1168,0
9.3161,-7.4002,0
19.165,0.75231,0
23.946,-3.0629,0
3.8556,0.8961,0
1.3758,1.1837,0
17.211,-4.0871,0
7.9768,-2.5199,0
10.588,-5.6864,0
-0.47342,0.40974,0
17.683,-6.6602,0
21.933,-4.645,0
13.173,-3.741,0
9.4819,-8.4766,0
19.849,-6.8818,0
10.502,-1.8056,0
12.545,-3.4802,0
6.6584,-7.8228,0
4.4728,-2.0462,0
0.19195,-2.2292,0
1.4177,0.89656,0
15.591,0.51204,0
-0.41608,1.5251,0
8.5549,-4.4496,0
2.126,3.5307,0
24.544,0.60148,0
19.048,1.5494,0
13.812,-6.7944,0
-0.060361,2.8783,0
2.4126,0.23937,0
17.881,1.398,0
12.085,-3.4348,0
-5.1971,-2.5356,0
3.2537,-3.4367,0
-2.2365,3.7388,0
20.998,0.53756,0
-1.033,-1.8115,0
0.6638,-1.475,0
4.8845,4.8228,0
1.2636,-0.55727,0
-0.6986,2.4551,0
5.755,-6.2711,0
5.8344,-6.2739,0
22.573,-2.4213,0
16.539,3.3141,0
5.6962,-10.126,0
14.759,1.5228,0
6.5179,-1.4447,0
21.083,3.3633,0
10.88,-4.2529,0
