-6.5574,5.3398,1
5.9667,8.4737,1
-6.4948,7.8145,1
11.298,4.404,1
8.4485,3.7104,1
-12.634,0.34018,1
6.1051,3.6001,1
-6.3461,8.4065,1
-3.6563,9.5511,1
-3.1987,7.5338,1
7.3105,0.45975,1
-7.4223,2.6652,1
6.8371,1.8228,1
-9.8975,3.7977,1
9.4383,4.1979,1
-6.6602,8.2191,1
8.3281,0.5735,1
11.329,3.7956,1
-7.3179,4.7949,1
-2.1033,7.0984,1
5.9519,6.1879,1
12.349,0.63101,1
-8.2912,3.6444,1
5.7604,5.3724,1
-10.749,1.0239,1
-0.76489,10.813,1
4.3388,11.634,1
-7.4993,5.3662,1
-10.779,3.6944,1
9.7433,1.8546,1
12.665,0.091631,1
-8.3732,9.1007,1
0.79011,7.9571,1
9.3342,7.6934,1
-6.605,10.034,1
-9.8254,0.11196,1
-11.897,2.8548,1
-5.7262,10.581,1
-6.3557,6.0199,1
-0.67358,7.2739,1
3.5416,6.4646,1
8.0813,1.0474,1
-4.4829,11.54,1
-5.4206,8.972,1
10.584,6.1765,1
-3.2869,9.09,1
-9.9946,6.2543,1
5.4054,7.0744,1
5.6685,4.3572,1
-5.1545,5.5991,1
-8.8716,0.31124,1
-4.6062,6.4248,1
9.2848,1.6567,1
-9.6018,6.9338,1
-7.7805,5.4375,1
2.9843,9.8968,1
-9.1523,6.3144,1
-11.758,3.0977,1
1.7094,11.932,1
-4.398,8.3009,1
4.5903,5.6469,1
8.2593,0.73052,1
-10.069,1.3604,1
-8.5542,8.277,1
-4.065,10.695,1
-7.8507,2.768,1
10.317,2.6822,1
-11.241,3.8305,1
-6.7174,3.3412,1
-3.3539,11.099,1
-5.6973,6.1675,1
2.9432,6.7719,1
7.4395,1.0945,1
5.3566,6.8907,1
3.6597,7.4568,1
-7.3399,2.8874,1
8.327,6.3407,1
4.0462,6.99,1
-1.1679,6.9131,1
3.8677,5.8458,1
-7.2019,6.9358,1
-8.5945,1.364,1
-10.013,1.5008,1
-12.591,0.74037,1
-5.3087,6.9792,1
-2.5009,7.2899,1
-3.013,11.211,1
-2.3026,10.339,1
0.6516,9.9257,1
6.425,6.7137,1
2.0986,8.4024,1
-0.37429,8.5695,1
-8.0796,8.1028,1
8.3058,9.1947,1
11.99,3.4078,1
-3.7933,9.0287,1
1.9163,11.345,1
-0.1522,10.681,1
-8.0911,7.0257,1
-10.107,3.3433,1
5.8559,6.9393,1
10.087,2.0096,1
-7.5786,1.8148,1
-10.247,5.4398,1
-2.7279,10.576,1
-9.5058,3.9059,1
3.8579,11.179,1
5.1294,5.7324,1
-4.5067,6.3447,1
4.9474,10.61,1
-8.9494,8.2268,1
3.9746,6.8036,1
4.24,10.07,1
8.9672,4.6728,1
-6.3264,3.0712,1
4.6473,10.167,1
7.0751,9.1726,1
-9.8758,1.7462,1
4.4407,11.642,1
-7.4108,2.7839,1
2.7391,7.87,1
3.2951,6.239,1
11.26,3.7393,1
-10.49,6.9908,1
6.8109,3.1705,1
6.7733,8.5278,1
7.478,1.5177,1
-10.798,0.52966,1
8.6802,1.1045,1
9.6388,7.6495,1
0.50591,9.0699,1
3.58,10.825,1
2.1817,12.808,1
7.5738,0.15662,1
-4.6878,8.479,1
4.0818,7.6434,1
9.1503,6.6441,1
-6.6541,3.5913,1
-7.0825,1.949,1
-0.089256,11.394,1
-0.42245,8.4155,1
-2.2936,8.1507,1
3.1468,10.779,1
-7.1082,4.4787,1
-5.6492,8.9893,1
-6.9695,2.9078,1
-12.123,2.6617,1
-8.4675,5.4105,1
-10.256,3.2209,1
5.7582,9.4118,1
7.4714,4.4283,1
7.1813,5.6395,1
-4.5354,6.371,1
-2.3412,9.9818,1
8.286,1.3728,1
7.6904,6.658,1
-11.714,5.1766,1
3.0836,6.3385,1
-5.5989,7.9826,1
-0.88396,11.386,1
7.227,9.9971,1
2.1949,12.149,1
-3.4339,10.207,1
1.0948,10.93,1
1.4719,11.458,1
-2.6545,10.511,1
2.2609,9.6368,1
5.9122,5.394,1
-9.755,3.4529,1
-10.904,0.4502,1
2.6361,7.4686,1
-10.988,4.6493,1
8.7749,4.4686,1
1.4402,7.1743,1
4.4739,6.09,1
-7.888,3.2125,1
3.828,7.0031,1
1.8657,9.419,1
2.899,6.4279,1
7.6011,0.23096,1
10.6,5.4333,1
3.3907,8.7179,1
-6.7865,3.5282,1
-1.3644,12.656,1
-5.758,4.0934,1
8.4393,5.2452,1
-4.9797,6.318,1
-6.7546,10.548,1
5.0642,5.1846,1
-7.7929,9.0717,1
10.112,5.6641,1
6.0642,6.1803,1
5.7197,10.631,1
-10.737,1.5908,1
4.138,10.554,1
-8.4848,3.9252,1
-2.0771,8.1731,1
-1.1618,12.431,1
-9.6113,0.21775,1
3.7121,10.519,1
-4.6514,5.7349,1
11.759,3.123,1
12.04,2.8046,1
4.0762,12.12,1
4.8728,10.638,1
-6.2068,5.2576,1
-7.3369,3.3555,1
6.9466,5.3284,1
2.4388,8.4921,1
-0.74054,7.0356,1
11.809,3.4556,1
-10.653,4.8556,1
7.8329,4.9572,1
10.441,2.8379,1
10.977,4.4647,1
-2.8327,6.8317,1
-3.5824,11.694,1
-11.935,4.3385,1
0.69402,7.7533,1
-4.949,9.4435,1
-0.63911,7.8517,1
-9.2717,8.3093,1
10.559,3.0179,1
5.4685,5.1642,1
0.72104,7.4079,1
1.0498,12.364,1
4.6701,6.7287,1
8.3163,0.1867,1
-8.9962,6.4678,1
6.2403,8.0855,1
